order_id,date_key,date,driver_id,customer_id,region,order_amount,items_delivered,items_missing,delivery_hour,has_missing,has_missing_int,failure_cost,day_of_week,month,week_number,quarter,semester,period,order_size_tier,amount_tier
de3f8888-9975-4e00-9f0d-89689bc34981,20230101,2023-01-01,WDID11067,WCID5078,Clermont,27.55,14,0,1,False,0,0.0,Sunday,2023-01,52,1,H1,Madrugada (0–5h),Grande (11–20),< $100
b57f2f55-4ef2-4ddb-8dfb-5755f10e8d97,20230101,2023-01-01,WDID10116,WCID5457,Sanford,456.93,19,0,22,False,0,0.0,Sunday,2023-01,52,1,H1,Noite (18–23h),Grande (11–20),> $400
44dd6e53-7cf3-46cf-bd72-f011fefcd55a,20230101,2023-01-01,WDID10385,WCID6233,Kissimmee,212.37,4,0,0,False,0,0.0,Sunday,2023-01,52,1,H1,Madrugada (0–5h),Pequeno (1–5),$100–$250
f387a8d8-aade-4058-babf-d112ffffed5a,20230101,2023-01-01,WDID09924,WCID6068,Orlando,488.99,4,0,11,False,0,0.0,Sunday,2023-01,52,1,H1,Manhã (6–11h),Pequeno (1–5),> $400
153ed46b-c74b-413e-aa5c-b6432b1e4e99,20230101,2023-01-01,WDID10773,WCID6143,Apopka,210.83,8,0,20,False,0,0.0,Sunday,2023-01,52,1,H1,Noite (18–23h),Médio (6–10),$100–$250
b6e1908f-3df1-41a5-8f67-6b1413d4c829,20230101,2023-01-01,WDID10867,WCID5007,Sanford,366.18,15,0,9,False,0,0.0,Sunday,2023-01,52,1,H1,Manhã (6–11h),Grande (11–20),$250–$400
e36b60f0-92ea-4a5a-a7fc-919f8953fb08,20230101,2023-01-01,WDID11046,WCID6210,Sanford,67.51,7,0,16,False,0,0.0,Sunday,2023-01,52,1,H1,Tarde (12–17h),Médio (6–10),< $100
bfc314f8-66f8-4abc-b884-f3950a9466c2,20230101,2023-01-01,WDID09883,WCID5752,Apopka,406.72,14,0,1,False,0,0.0,Sunday,2023-01,52,1,H1,Madrugada (0–5h),Grande (11–20),> $400
734046cc-cf94-4330-8a83-dbc0618a5aaa,20230101,2023-01-01,WDID10793,WCID5462,Apopka,96.32,15,0,7,False,0,0.0,Sunday,2023-01,52,1,H1,Manhã (6–11h),Grande (11–20),< $100
1debe0ab-316c-425d-9ff4-2a1b32ab9142,20230101,2023-01-01,WDID11095,WCID5829,Altamonte Springs,481.15,6,0,19,False,0,0.0,Sunday,2023-01,52,1,H1,Noite (18–23h),Médio (6–10),> $400
147a685a-936e-4270-a553-20de64fb5623,20230101,2023-01-01,WDID10005,WCID5538,Altamonte Springs,286.05,11,0,4,False,0,0.0,Sunday,2023-01,52,1,H1,Madrugada (0–5h),Grande (11–20),$250–$400
29160b96-91da-47a5-8e31-8d7563e1281a,20230101,2023-01-01,WDID10497,WCID5213,Kissimmee,29.64,11,0,17,False,0,0.0,Sunday,2023-01,52,1,H1,Tarde (12–17h),Grande (11–20),< $100
54a427fe-60f7-4df1-9bfc-fe9a4223adc2,20230102,2023-01-02,WDID10738,WCID5295,Orlando,447.17,19,1,14,True,1,70.8255595,Monday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),> $400
7d2c4cb6-ffe3-4c73-80f1-7dd318eeae99,20230102,2023-01-02,WDID10503,WCID5171,Winter Park,289.71,17,1,10,True,1,70.8255595,Monday,2023-01,1,1,H1,Manhã (6–11h),Grande (11–20),$250–$400
30ffb11c-87cc-43bb-9b8f-e810f25a0d87,20230102,2023-01-02,WDID10715,WCID6109,Winter Park,407.36,10,1,17,True,1,70.8255595,Monday,2023-01,1,1,H1,Tarde (12–17h),Médio (6–10),> $400
8c8c0bac-315a-47a8-9b79-eb70e3d7393d,20230102,2023-01-02,WDID10490,WCID5308,Apopka,132.85,3,1,4,True,1,70.8255595,Monday,2023-01,1,1,H1,Madrugada (0–5h),Pequeno (1–5),$100–$250
18f62737-41ee-41d7-9a91-e7f19bf71a80,20230102,2023-01-02,WDID10730,WCID5613,Sanford,236.22,3,0,6,False,0,0.0,Monday,2023-01,1,1,H1,Manhã (6–11h),Pequeno (1–5),$100–$250
cb2125fc-0338-4050-959d-487e438ec1b3,20230102,2023-01-02,WDID10562,WCID5128,Altamonte Springs,258.17,4,0,1,False,0,0.0,Monday,2023-01,1,1,H1,Madrugada (0–5h),Pequeno (1–5),$250–$400
77ba01fe-0b61-48d6-97b0-72d4fd3fd6a1,20230102,2023-01-02,WDID09957,WCID5561,Kissimmee,391.86,16,0,16,False,0,0.0,Monday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),$250–$400
ce57b2cc-bfca-4b43-a6f2-e0c38ec1ebf9,20230102,2023-01-02,WDID10118,WCID5775,Winter Park,285.4,12,0,23,False,0,0.0,Monday,2023-01,1,1,H1,Noite (18–23h),Grande (11–20),$250–$400
12b51989-0385-4ff1-b157-9f64f3882488,20230102,2023-01-02,WDID10637,WCID6109,Orlando,282.81,12,0,3,False,0,0.0,Monday,2023-01,1,1,H1,Madrugada (0–5h),Grande (11–20),$250–$400
427f1a7b-5a62-49aa-9393-4ccb864b52c4,20230102,2023-01-02,WDID10782,WCID6139,Orlando,44.17,6,0,3,False,0,0.0,Monday,2023-01,1,1,H1,Madrugada (0–5h),Médio (6–10),< $100
f0111959-d152-4157-9a7f-d76e334f28d5,20230102,2023-01-02,WDID11047,WCID5392,Apopka,440.77,2,0,2,False,0,0.0,Monday,2023-01,1,1,H1,Madrugada (0–5h),Pequeno (1–5),> $400
dfa4cf25-dbec-458b-af5e-560cecb293d9,20230102,2023-01-02,WDID09960,WCID6127,Sanford,148.42,8,0,22,False,0,0.0,Monday,2023-01,1,1,H1,Noite (18–23h),Médio (6–10),$100–$250
f373631c-c365-4351-84bc-7a9d9cf62b11,20230102,2023-01-02,WDID10176,WCID5607,Sanford,134.38,8,0,3,False,0,0.0,Monday,2023-01,1,1,H1,Madrugada (0–5h),Médio (6–10),$100–$250
0db14afa-c71f-4e08-9024-de6b910664aa,20230102,2023-01-02,WDID10543,WCID5170,Clermont,347.33,4,0,8,False,0,0.0,Monday,2023-01,1,1,H1,Manhã (6–11h),Pequeno (1–5),$250–$400
84905c58-44ad-4231-a144-a8feb3ddaefc,20230102,2023-01-02,WDID10020,WCID5436,Kissimmee,211.2,1,0,17,False,0,0.0,Monday,2023-01,1,1,H1,Tarde (12–17h),Pequeno (1–5),$100–$250
ea74b357-7be8-4f30-b603-7d49ee72ca8e,20230102,2023-01-02,WDID10334,WCID5154,Winter Park,111.13,3,0,0,False,0,0.0,Monday,2023-01,1,1,H1,Madrugada (0–5h),Pequeno (1–5),$100–$250
4d9e6ee2-1496-4cf3-aa4b-b9b6750dd6e5,20230102,2023-01-02,WDID10451,WCID5995,Apopka,492.33,10,0,4,False,0,0.0,Monday,2023-01,1,1,H1,Madrugada (0–5h),Médio (6–10),> $400
bc0cf594-0e92-4054-9841-37823585dea3,20230102,2023-01-02,WDID10794,WCID5893,Winter Park,78.2,17,0,6,False,0,0.0,Monday,2023-01,1,1,H1,Manhã (6–11h),Grande (11–20),< $100
06e65bbb-2e44-434a-b97d-fe36bfa8b2b8,20230102,2023-01-02,WDID10809,WCID5467,Orlando,333.9,12,0,8,False,0,0.0,Monday,2023-01,1,1,H1,Manhã (6–11h),Grande (11–20),$250–$400
f66be854-182e-4e12-ad19-c873575ec678,20230102,2023-01-02,WDID10190,WCID5062,Apopka,236.99,9,0,21,False,0,0.0,Monday,2023-01,1,1,H1,Noite (18–23h),Médio (6–10),$100–$250
3dbdb412-b6b5-416b-8c61-8a6caa599cf2,20230102,2023-01-02,WDID10407,WCID6205,Sanford,460.68,1,0,13,False,0,0.0,Monday,2023-01,1,1,H1,Tarde (12–17h),Pequeno (1–5),> $400
aedc5289-3227-47c4-ba99-ff3ee0ed8b7f,20230102,2023-01-02,WDID10263,WCID5772,Kissimmee,158.76,6,0,13,False,0,0.0,Monday,2023-01,1,1,H1,Tarde (12–17h),Médio (6–10),$100–$250
c4f4d58b-de97-46e9-a967-6dc133dd4640,20230102,2023-01-02,WDID10298,WCID5187,Sanford,313.39,5,0,15,False,0,0.0,Monday,2023-01,1,1,H1,Tarde (12–17h),Pequeno (1–5),$250–$400
37b16c98-368a-4894-a7f2-db9a6037b1be,20230102,2023-01-02,WDID10352,WCID5781,Kissimmee,205.82,19,0,8,False,0,0.0,Monday,2023-01,1,1,H1,Manhã (6–11h),Grande (11–20),$100–$250
55354972-5673-41a0-9dd5-1c4437ea5adc,20230103,2023-01-03,WDID10217,WCID5589,Sanford,444.54,5,1,7,True,1,70.8255595,Tuesday,2023-01,1,1,H1,Manhã (6–11h),Pequeno (1–5),> $400
462423f0-1d1e-48f0-9541-91f76e09e466,20230103,2023-01-03,WDID10639,WCID5543,Kissimmee,403.52,2,1,22,True,1,70.8255595,Tuesday,2023-01,1,1,H1,Noite (18–23h),Pequeno (1–5),> $400
fa98a372-4b56-4dfb-968a-cef304741ec1,20230103,2023-01-03,WDID10643,WCID5955,Sanford,183.23,19,1,12,True,1,70.8255595,Tuesday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),$100–$250
60474ab4-5e08-406d-b94c-ed9e1c2e51bf,20230103,2023-01-03,WDID10644,WCID5019,Kissimmee,422.31,8,1,0,True,1,70.8255595,Tuesday,2023-01,1,1,H1,Madrugada (0–5h),Médio (6–10),> $400
ee6d9efe-d911-458c-b72a-b375d64a9431,20230103,2023-01-03,WDID10571,WCID5827,Apopka,153.85,17,0,0,False,0,0.0,Tuesday,2023-01,1,1,H1,Madrugada (0–5h),Grande (11–20),$100–$250
e5c3606e-7836-4467-b95d-0d5ef0b0ae1a,20230103,2023-01-03,WDID10705,WCID5257,Kissimmee,256.02,14,0,2,False,0,0.0,Tuesday,2023-01,1,1,H1,Madrugada (0–5h),Grande (11–20),$250–$400
5c10620b-5fb9-45e1-a62f-0ac09e9ac3a9,20230103,2023-01-03,WDID09927,WCID6045,Kissimmee,762.72,4,0,20,False,0,0.0,Tuesday,2023-01,1,1,H1,Noite (18–23h),Pequeno (1–5),> $400
e7a5c192-df00-47d1-8e22-1b2a641ac580,20230103,2023-01-03,WDID10235,WCID5044,Sanford,397.16,17,0,1,False,0,0.0,Tuesday,2023-01,1,1,H1,Madrugada (0–5h),Grande (11–20),$250–$400
f8f03c51-5379-4e25-b5fd-f1fb566414a4,20230103,2023-01-03,WDID10571,WCID5656,Clermont,409.24,2,0,18,False,0,0.0,Tuesday,2023-01,1,1,H1,Noite (18–23h),Pequeno (1–5),> $400
8cea8d24-1669-4633-be43-547bf693dd59,20230103,2023-01-03,WDID10893,WCID5809,Clermont,301.66,14,0,17,False,0,0.0,Tuesday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),$250–$400
d71e0f2f-0b41-4445-83f9-24ee457597e3,20230103,2023-01-03,WDID10803,WCID5795,Orlando,190.5,12,0,9,False,0,0.0,Tuesday,2023-01,1,1,H1,Manhã (6–11h),Grande (11–20),$100–$250
a9b13157-c6e9-449c-bb6c-468d40ec9d99,20230103,2023-01-03,WDID10610,WCID5228,Kissimmee,319.08,8,0,9,False,0,0.0,Tuesday,2023-01,1,1,H1,Manhã (6–11h),Médio (6–10),$250–$400
06761060-fa85-4d0c-a7c9-dde466286873,20230103,2023-01-03,WDID10721,WCID5286,Kissimmee,208.31,9,0,14,False,0,0.0,Tuesday,2023-01,1,1,H1,Tarde (12–17h),Médio (6–10),$100–$250
fcc4e426-f62e-4a7c-9290-1d1f290623d4,20230103,2023-01-03,WDID10809,WCID5277,Altamonte Springs,375.58,14,0,13,False,0,0.0,Tuesday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),$250–$400
0418d2bc-eadd-4545-bd43-397404823137,20230103,2023-01-03,WDID11038,WCID5613,Clermont,101.06,3,0,20,False,0,0.0,Tuesday,2023-01,1,1,H1,Noite (18–23h),Pequeno (1–5),$100–$250
44bf89a0-b207-4e87-9b51-7174968f6f2f,20230103,2023-01-03,WDID10172,WCID5459,Kissimmee,214.13,11,0,10,False,0,0.0,Tuesday,2023-01,1,1,H1,Manhã (6–11h),Grande (11–20),$100–$250
9b5a3e9b-39ff-4ae3-80ae-e84f7d23b866,20230103,2023-01-03,WDID10292,WCID5556,Sanford,445.96,9,0,20,False,0,0.0,Tuesday,2023-01,1,1,H1,Noite (18–23h),Médio (6–10),> $400
483b284b-d169-4bc5-a3f9-16dd981689ac,20230103,2023-01-03,WDID09953,WCID6140,Kissimmee,83.59,6,0,13,False,0,0.0,Tuesday,2023-01,1,1,H1,Tarde (12–17h),Médio (6–10),< $100
a980af70-007b-44a7-a1f0-57ce97456501,20230103,2023-01-03,WDID10209,WCID5155,Orlando,111.71,19,0,15,False,0,0.0,Tuesday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),$100–$250
2f2fc89d-79a6-4219-847f-14154a3aaa8b,20230103,2023-01-03,WDID10424,WCID5320,Apopka,448.92,11,0,15,False,0,0.0,Tuesday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),> $400
5eb25b76-6fb2-4921-aa3e-a621b8618625,20230103,2023-01-03,WDID10432,WCID5858,Clermont,313.74,7,0,15,False,0,0.0,Tuesday,2023-01,1,1,H1,Tarde (12–17h),Médio (6–10),$250–$400
2338dac7-06df-4404-9bff-1cd564ecb673,20230103,2023-01-03,WDID10205,WCID5235,Clermont,430.02,5,0,15,False,0,0.0,Tuesday,2023-01,1,1,H1,Tarde (12–17h),Pequeno (1–5),> $400
39d500b1-6b1e-4f81-8860-9741d1f7c36c,20230103,2023-01-03,WDID10306,WCID5034,Clermont,280.7,7,0,7,False,0,0.0,Tuesday,2023-01,1,1,H1,Manhã (6–11h),Médio (6–10),$250–$400
54d55c28-e628-44f4-b378-d7ade9b4b422,20230103,2023-01-03,WDID10316,WCID5543,Clermont,129.99,5,0,6,False,0,0.0,Tuesday,2023-01,1,1,H1,Manhã (6–11h),Pequeno (1–5),$100–$250
5ce667d1-d740-4492-b3c1-6210c1ece56c,20230103,2023-01-03,WDID10554,WCID5210,Altamonte Springs,132.3,7,0,15,False,0,0.0,Tuesday,2023-01,1,1,H1,Tarde (12–17h),Médio (6–10),$100–$250
ac4a4a64-93a4-4aa0-94f9-172bca0d2b18,20230103,2023-01-03,WDID10846,WCID6177,Clermont,173.5,16,0,6,False,0,0.0,Tuesday,2023-01,1,1,H1,Manhã (6–11h),Grande (11–20),$100–$250
6f64b475-6b18-48ea-af90-7d1929a6ff14,20230103,2023-01-03,WDID10096,WCID5129,Sanford,423.63,9,0,6,False,0,0.0,Tuesday,2023-01,1,1,H1,Manhã (6–11h),Médio (6–10),> $400
fcb86717-84d2-46dc-84d8-cfa0364b7cec,20230103,2023-01-03,WDID10681,WCID5722,Clermont,168.49,16,0,12,False,0,0.0,Tuesday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),$100–$250
136c3b46-cb80-4019-93ac-64469895094c,20230104,2023-01-04,WDID10502,WCID5700,Kissimmee,197.76,4,1,19,True,1,70.8255595,Wednesday,2023-01,1,1,H1,Noite (18–23h),Pequeno (1–5),$100–$250
94644ed5-27f2-47af-9e18-67411131d7f5,20230104,2023-01-04,WDID10591,WCID5720,Orlando,257.43,9,1,4,True,1,70.8255595,Wednesday,2023-01,1,1,H1,Madrugada (0–5h),Médio (6–10),$250–$400
64c624c5-ea8d-4a14-88aa-447d1b89ca8b,20230104,2023-01-04,WDID10596,WCID5327,Orlando,343.24,19,1,20,True,1,70.8255595,Wednesday,2023-01,1,1,H1,Noite (18–23h),Grande (11–20),$250–$400
1a39a30c-2c3f-4950-8640-39c54365532e,20230104,2023-01-04,WDID10616,WCID5999,Winter Park,1125.9,2,1,19,True,1,70.8255595,Wednesday,2023-01,1,1,H1,Noite (18–23h),Pequeno (1–5),> $400
6b71583e-e0ba-48fb-961b-ccb5b7bdf0c7,20230104,2023-01-04,WDID10709,WCID5135,Altamonte Springs,496.6,15,1,15,True,1,70.8255595,Wednesday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),> $400
044df3fc-a8be-473b-aea6-b9e85480c222,20230104,2023-01-04,WDID10688,WCID5571,Apopka,210.78,5,1,4,True,1,70.8255595,Wednesday,2023-01,1,1,H1,Madrugada (0–5h),Pequeno (1–5),$100–$250
1d6a70f6-e8c1-43c3-b34c-9babb9751771,20230104,2023-01-04,WDID10067,WCID5460,Orlando,155.02,4,1,1,True,1,70.8255595,Wednesday,2023-01,1,1,H1,Madrugada (0–5h),Pequeno (1–5),$100–$250
85b9e6f7-ae44-4bd6-ae2c-f5b71426862f,20230104,2023-01-04,WDID10008,WCID6068,Sanford,269.85,19,0,21,False,0,0.0,Wednesday,2023-01,1,1,H1,Noite (18–23h),Grande (11–20),$250–$400
6ca1fc1b-1b69-4c85-a4ee-9ed13639b45f,20230104,2023-01-04,WDID10302,WCID5849,Kissimmee,398.29,19,0,0,False,0,0.0,Wednesday,2023-01,1,1,H1,Madrugada (0–5h),Grande (11–20),$250–$400
968ec0c5-5058-446b-b015-c0b03e082c10,20230104,2023-01-04,WDID10579,WCID5690,Clermont,220.47,5,0,1,False,0,0.0,Wednesday,2023-01,1,1,H1,Madrugada (0–5h),Pequeno (1–5),$100–$250
e9fffa70-c986-4700-a469-479ae781280f,20230104,2023-01-04,WDID10950,WCID6195,Altamonte Springs,103.11,6,0,2,False,0,0.0,Wednesday,2023-01,1,1,H1,Madrugada (0–5h),Médio (6–10),$100–$250
3fefed0c-25af-4e86-9606-8e959b52363b,20230104,2023-01-04,WDID11038,WCID5878,Sanford,475.61,13,0,3,False,0,0.0,Wednesday,2023-01,1,1,H1,Madrugada (0–5h),Grande (11–20),> $400
0b34c23b-a607-4251-a6ef-90428d60c061,20230104,2023-01-04,WDID11084,WCID5572,Altamonte Springs,83.04,10,0,23,False,0,0.0,Wednesday,2023-01,1,1,H1,Noite (18–23h),Médio (6–10),< $100
430bbcb2-ca26-4fb5-bbee-b56aab24aef9,20230104,2023-01-04,WDID10305,WCID5760,Kissimmee,375.95,3,0,22,False,0,0.0,Wednesday,2023-01,1,1,H1,Noite (18–23h),Pequeno (1–5),$250–$400
594de190-f19f-43fa-a6dc-1fb07f23cb21,20230104,2023-01-04,WDID09907,WCID6199,Orlando,119.52,5,0,16,False,0,0.0,Wednesday,2023-01,1,1,H1,Tarde (12–17h),Pequeno (1–5),$100–$250
049d2582-34ac-49a3-92d4-bb153128da6f,20230104,2023-01-04,WDID10276,WCID6157,Sanford,242.87,14,0,13,False,0,0.0,Wednesday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),$100–$250
f556bb5a-75e9-43b5-b4d1-137171d7b533,20230104,2023-01-04,WDID10605,WCID5035,Clermont,34.99,12,0,8,False,0,0.0,Wednesday,2023-01,1,1,H1,Manhã (6–11h),Grande (11–20),< $100
f698fe6c-02bf-4116-9212-b682ceea1ab4,20230104,2023-01-04,WDID10685,WCID5285,Apopka,265.68,17,0,21,False,0,0.0,Wednesday,2023-01,1,1,H1,Noite (18–23h),Grande (11–20),$250–$400
37f78c25-2f64-4ebf-aa59-a3cc0a069515,20230104,2023-01-04,WDID11077,WCID5310,Orlando,28.58,1,0,15,False,0,0.0,Wednesday,2023-01,1,1,H1,Tarde (12–17h),Pequeno (1–5),< $100
5c6935c3-bb0b-4712-bb02-8043d0676fd4,20230104,2023-01-04,WDID10122,WCID5443,Winter Park,131.26,4,0,4,False,0,0.0,Wednesday,2023-01,1,1,H1,Madrugada (0–5h),Pequeno (1–5),$100–$250
97deec76-6edd-4207-94ee-c34947c796f7,20230104,2023-01-04,WDID10152,WCID5763,Altamonte Springs,49.91,7,0,1,False,0,0.0,Wednesday,2023-01,1,1,H1,Madrugada (0–5h),Médio (6–10),< $100
e2739557-eda3-4608-bed8-a9e1f1e3cb09,20230104,2023-01-04,WDID10574,WCID5771,Altamonte Springs,389.46,3,0,13,False,0,0.0,Wednesday,2023-01,1,1,H1,Tarde (12–17h),Pequeno (1–5),$250–$400
d16a44b3-5066-485b-a3ea-dff2b913cb75,20230104,2023-01-04,WDID10250,WCID6050,Apopka,369.53,8,0,12,False,0,0.0,Wednesday,2023-01,1,1,H1,Tarde (12–17h),Médio (6–10),$250–$400
64805311-bc57-46ca-a06a-fc181b8694d9,20230104,2023-01-04,WDID10377,WCID5002,Clermont,495.91,2,0,9,False,0,0.0,Wednesday,2023-01,1,1,H1,Manhã (6–11h),Pequeno (1–5),> $400
b9d22873-649c-486c-ba06-2abdf570887a,20230104,2023-01-04,WDID10824,WCID5462,Apopka,472.88,15,0,15,False,0,0.0,Wednesday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),> $400
80351896-d805-4d80-81e8-003b481e48e6,20230104,2023-01-04,WDID10328,WCID5646,Clermont,95.66,13,0,0,False,0,0.0,Wednesday,2023-01,1,1,H1,Madrugada (0–5h),Grande (11–20),< $100
cd87ce5b-ef99-4a34-a132-da350a03ae18,20230105,2023-01-05,WDID10245,WCID5838,Winter Park,111.22,2,2,22,True,1,70.8255595,Thursday,2023-01,1,1,H1,Noite (18–23h),Pequeno (1–5),$100–$250
316b3dce-4d64-4c1e-a5db-1d024e53d31b,20230105,2023-01-05,WDID10493,WCID5605,Kissimmee,631.71,10,1,15,True,1,70.8255595,Thursday,2023-01,1,1,H1,Tarde (12–17h),Médio (6–10),> $400
a9b5b4e9-e03a-45f5-b47f-a1aea960eff1,20230105,2023-01-05,WDID09890,WCID5609,Altamonte Springs,54.05,7,1,23,True,1,70.8255595,Thursday,2023-01,1,1,H1,Noite (18–23h),Médio (6–10),< $100
9c9c29fb-decd-45a8-84e3-966f0a441185,20230105,2023-01-05,WDID10446,WCID5593,Apopka,99.07,5,1,1,True,1,70.8255595,Thursday,2023-01,1,1,H1,Madrugada (0–5h),Pequeno (1–5),< $100
40ab98cb-a160-4c7a-af90-166e79d9b2ed,20230105,2023-01-05,WDID10538,WCID5549,Sanford,385.41,16,1,8,True,1,70.8255595,Thursday,2023-01,1,1,H1,Manhã (6–11h),Grande (11–20),$250–$400
1f23b89e-700b-4b21-a1f6-7793a1f21f50,20230105,2023-01-05,WDID10392,WCID5595,Apopka,381.08,3,0,17,False,0,0.0,Thursday,2023-01,1,1,H1,Tarde (12–17h),Pequeno (1–5),$250–$400
f3856475-f2ff-4f9d-9b46-609a3f849b20,20230105,2023-01-05,WDID10419,WCID6097,Winter Park,151.24,12,0,19,False,0,0.0,Thursday,2023-01,1,1,H1,Noite (18–23h),Grande (11–20),$100–$250
af004d3c-61a2-42f7-aa38-ddd9ed0c1baf,20230105,2023-01-05,WDID10791,WCID5733,Winter Park,186.53,2,0,18,False,0,0.0,Thursday,2023-01,1,1,H1,Noite (18–23h),Pequeno (1–5),$100–$250
48ce08ad-a209-44d8-829d-6e706df3fa39,20230105,2023-01-05,WDID11007,WCID6189,Sanford,238.66,18,0,3,False,0,0.0,Thursday,2023-01,1,1,H1,Madrugada (0–5h),Grande (11–20),$100–$250
4e65b86c-c8da-459b-9147-4ab010b84ab6,20230105,2023-01-05,WDID10114,WCID5740,Kissimmee,122.75,13,0,12,False,0,0.0,Thursday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),$100–$250
8076fc37-2b67-48bf-a78e-c8b2a4321311,20230105,2023-01-05,WDID10532,WCID5395,Sanford,288.08,9,0,9,False,0,0.0,Thursday,2023-01,1,1,H1,Manhã (6–11h),Médio (6–10),$250–$400
f22d56ca-02c6-4651-9e7c-95636344e768,20230105,2023-01-05,WDID10768,WCID6018,Altamonte Springs,91.09,14,0,13,False,0,0.0,Thursday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),< $100
1764e41d-2c06-4667-a462-25a21e54a32c,20230105,2023-01-05,WDID09994,WCID5692,Kissimmee,97.41,12,0,17,False,0,0.0,Thursday,2023-01,1,1,H1,Tarde (12–17h),Grande (11–20),< $100
