product_id,product_name,category,price,order_count,revenue_potential
PWPX0982761091216,Chobani Greek Yogurt,Beverages,14.64,0,0.0
PWPX0982761091217,Fage Greek Yogurt,Bakery,8.13,0,0.0
PWPX0982761091218,Yoplait Yogurt,Household,18.76,0,0.0
PWPX0982761091219,Activia Yogurt,Household,6.2,0,0.0
PWPX0982761091220,Silk Almond Milk,Snacks,13.85,0,0.0
PWPX0982761091221,Blue Diamond Almond Milk,Household,19.07,0,0.0
PWPX0982761091222,Horizon Organic Milk,Frozen,12.45,0,0.0
PWPX0982761091223,Simply Orange Juice,Personal Care,15.0,0,0.0
PWPX0982761091224,Tropicana Orange Juice,Pantry,5.02,0,0.0
PWPX0982761091225,Minute Maid Lemonade,Household,10.5,0,0.0
PWPX0982761091226,Ocean Spray Cranberry Juice,Personal Care,9.94,0,0.0
PWPX0982761091227,Lipton Iced Tea,Bakery,2.07,0,0.0
PWPX0982761091228,Arizona Iced Tea,Frozen,5.95,0,0.0
PWPX0982761091229,Starbucks Bottled Frappuccino,Pantry,19.3,0,0.0
PWPX0982761091230,Coca-Cola,Dairy,6.77,0,0.0
PWPX0982761091231,Sprite Zero,Bakery,10.87,0,0.0
PWPX0982761091232,7 Up,Frozen,10.27,0,0.0
PWPX0982761091233,Canada Dry Ginger Ale,Frozen,10.1,0,0.0
PWPX0982761091234,Schweppes Tonic Water,Pantry,11.01,0,0.0
PWPX0982761091235,Perrier Sparkling Water,Bakery,4.2,0,0.0
PWPX0982761091236,San Pellegrino,Personal Care,13.38,0,0.0
PWPX0982761091237,La Croix Sparkling Water,Household,11.34,0,0.0
PWPX0982761091238,Polar Seltzer,Household,7.62,0,0.0
PWPX0982761091239,Smartwater,Produce,18.28,0,0.0
PWPX0982761091240,Dasani Water,Bakery,15.47,0,0.0
PWPX0982761091241,Poland Spring Water,Produce,19.3,0,0.0
PWPX0982761091242,Aquafina Water,Household,4.08,0,0.0
PWPX0982761091243,Ice Mountain Water,Dairy,15.98,0,0.0
PWPX0982761091244,Arrowhead Water,Produce,18.27,0,0.0
PWPX0982761091245,Evian Water,Household,10.79,0,0.0
PWPX0982761091246,Kirkland Signature Bottled Water,Household,2.21,0,0.0
PWPX0982761091247,Charmin Toilet Paper,Snacks,4.29,0,0.0
PWPX0982761091248,Bounty Paper Towels,Household,7.49,0,0.0
PWPX0982761091249,Scott Paper Towels,Household,6.07,0,0.0
PWPX0982761091250,Glad Trash Bags,Bakery,12.8,0,0.0
PWPX0982761091251,Hefty Trash Bags,Personal Care,8.97,0,0.0
PWPX0982761091252,Ziploc Bags,Bakery,8.66,0,0.0
PWPX0982761091253,Reynolds Aluminum Foil,Personal Care,8.15,0,0.0
PWPX0982761091254,Saran Wrap,Frozen,2.31,0,0.0
PWPX0982761091255,Dixie Paper Plates,Snacks,10.81,0,0.0
PWPX0982761091256,Solo Cups,Bakery,5.82,0,0.0
PWPX0982761091257,Chinet Plates,Snacks,9.94,0,0.0
PWPX0982761091258,Brawny Paper Towels,Produce,5.18,0,0.0
PWPX0982761091259,Clorox Bleach,Snacks,14.52,0,0.0
PWPX0982761091260,Lysol Disinfecting Wipes,Pantry,15.21,0,0.0
PWPX0982761091261,Mr. Clean Magic Eraser,Personal Care,19.47,0,0.0
PWPX0982761091262,Swiffer WetJet,Bakery,15.01,0,0.0
PWPX0982761091263,Febreze Air Freshener,Household,11.07,0,0.0
PWPX0982761091264,Windex,Dairy,2.48,0,0.0
PWPX0982761091265,Pledge Furniture Polish,Dairy,2.62,0,0.0
PWPX0982761091266,Dawn Dish Soap,Dairy,2.08,0,0.0
PWPX0982761091267,Palmolive Dish Soap,Pantry,12.27,0,0.0
PWPX0982761091268,Cascade Dishwasher Pods,Produce,12.31,0,0.0
PWPX0982761091269,Finish Dishwasher Pods,Bakery,13.21,0,0.0
PWPX0982761091270,Tide Laundry Detergent,Produce,9.72,0,0.0
PWPX0982761091271,Gain Laundry Detergent,Beverages,5.34,0,0.0
PWPX0982761091272,Arm & Hammer Baking Soda,Pantry,8.96,0,0.0
PWPX0982761091273,OxiClean Stain Remover,Frozen,18.82,0,0.0
PWPX0982761091274,Downy Fabric Softener,Produce,19.24,0,0.0
PWPX0982761091275,Bounce Dryer Sheets,Dairy,19.65,0,0.0
PWPX0982761091276,Scotch-Brite Sponges,Beverages,7.6,0,0.0
PWPX0982761091277,Brillo Pads,Dairy,3.92,0,0.0
PWPX0982761091278,Bic Lighters,Snacks,3.82,0,0.0
PWPX0982761091279,Duracell Batteries,Beverages,11.84,0,0.0
PWPX0982761091280,Energizer Batteries,Household,2.21,0,0.0
PWPX0982761091281,Rayovac Batteries,Bakery,10.74,0,0.0
PWPX0982761091282,Eveready Batteries,Personal Care,11.49,0,0.0
PWPX0982761091283,Charmin Flushable Wipes,Frozen,4.02,0,0.0
PWPX0982761091284,Cottonelle Flushable Wipes,Beverages,3.41,0,0.0
PWPX0982761091285,Poise Pads,Pantry,5.41,0,0.0
PWPX0982761091286,Always Pads,Produce,13.71,0,0.0
PWPX0982761091287,Tampax Tampons,Bakery,5.12,0,0.0
PWPX0982761091288,Playtex Tampons,Beverages,10.14,0,0.0
PWPX0982761091289,Oral-B Toothbrush,Pantry,15.14,0,0.0
PWPX0982761091290,Colgate Toothpaste,Beverages,3.48,0,0.0
PWPX0982761091291,Crest Toothpaste,Beverages,8.72,0,0.0
PWPX0982761091292,Sensodyne Toothpaste,Household,13.63,0,0.0
PWPX0982761091293,Listerine Mouthwash,Pantry,12.74,0,0.0
PWPX0982761091294,Scope Mouthwash,Frozen,5.94,0,0.0
PWPX0982761091295,Halls Cough Drops,Dairy,7.67,0,0.0
